system:index,area,bacia,classe,month,year,.geo
0,50211.839130860164,765,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,12226.879697175062,765,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,4498.522616183085,765,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,2091709.0827610553,765,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,2636.2728286410547,765,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
