system:index,area,bacia,classe,year,.geo
0,732624.5107120794,7421,1,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,54515.710492159094,7421,2,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,81126.2579508229,7421,3,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,43247.90273329374,7421,4,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,12054.596199703547,7421,5,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
