system:index,area,bacia,classe,year,.geo
0,793.8522735180678,777,0,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,403.70289716476276,777,1,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,142.2650204791381,777,2,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
