system:index,area,bacia,classe,month,year,.geo
0,70758.06184769706,753,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,31310.87132649335,753,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,40369.71885714449,753,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,3036468.7618283196,753,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,39255.805325525456,753,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
