system:index,area,bacia,classe,month,year,.geo
0,35719.08427479894,7616,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,234.78854329984807,7616,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,605.5670251406438,7616,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1376804.9295896732,7616,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,7938.862349413499,7616,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
