system:index,area,bacia,classe,year,.geo
0,1681767.4239068779,7617,1,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,132592.27324871498,7617,2,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,191548.17454316796,7617,3,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,106971.89368446953,7617,4,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,24531.870158261547,7617,5,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
