system:index,area,bacia,classe,year,.geo
0,670.754712738161,777,0,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,556.5238441425654,777,1,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,112.54163428124505,777,2,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
