system:index,area,bacia,classe,year,.geo
0,1650642.4697084553,7422,0,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,244658.2289676981,7422,1,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,109003.36486814132,7422,2,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
