system:index,area,bacia,classe,year,.geo
0,5786539.86261487,744,1,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,688507.1703807545,744,2,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,396768.006984412,744,3,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,275820.14444528066,744,4,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,77439.83657334808,744,5,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
