system:index,area,bacia,classe,month,year,.geo
0,44656.27711843758,7612,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,8688.399291783438,7612,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,2603.595530291796,7612,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1632111.4169696032,7612,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,554.9841833481013,7612,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
