system:index,area,bacia,classe,month,year,.geo
0,29028.78802295413,751,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,16678.126039727573,751,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,22907.36125562507,751,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1249433.933816495,751,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,9394.106350173604,751,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
