system:index,area,bacia,classe,year,.geo
0,1545078.0327874797,758,0,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,221140.74857879296,758,1,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,110770.03159954069,758,2,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
