system:index,area,bacia,classe,year,.geo
0,1025744.2468332673,759,1,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,149069.47923128883,759,2,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,87340.28223923968,759,3,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,121321.80973440425,759,4,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,12683.481412401465,759,5,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
