system:index,area,bacia,classe,year,.geo
0,1075507.6355694886,752,1,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,75584.94887385365,752,2,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,138047.73189624297,752,3,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,87278.413204293,752,4,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,29230.553721778477,752,5,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
