system:index,area,bacia,classe,month,year,.geo
0,117041.76466490679,763,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,18090.426977351748,763,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,3989.827058476964,763,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,3702435.6465997323,763,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,1330.4506257112168,763,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
