system:index,area,bacia,classe,year,.geo
0,560.1531742318227,778,1,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,132.8706477857167,778,2,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,85.46432586531088,778,3,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,96.2976287653662,778,4,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,48.06821468122894,778,5,2008,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
