system:index,area,bacia,classe,month,year,.geo
0,178606.66660140202,776,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,10953.628916889247,776,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,5322.135423851918,776,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,3920883.1211614395,776,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,6349.579748347547,776,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
