system:index,area,bacia,classe,year,.geo
0,3179286.6458343733,763,1,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,216330.94397741868,763,2,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,263175.22696680797,763,3,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,168497.43829910576,763,4,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,15597.860847875456,763,5,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
