system:index,area,bacia,classe,year,.geo
0,3062938.4637775547,763,0,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,572870.2855362433,763,1,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,207079.3666118756,763,2,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
