system:index,area,bacia,classe,month,year,.geo
0,66.41042236074425,777,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,1271.8544021447303,777,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,1.5553666564941402,777,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
