system:index,area,bacia,classe,year,.geo
0,1123707.6229970464,7614,0,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,150212.8387581948,7614,1,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,98137.8886060481,7614,2,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
