system:index,area,bacia,classe,year,.geo
0,1424063.604071577,771,0,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,592813.457420089,771,1,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,231442.30981805726,771,2,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
