system:index,area,bacia,classe,year,.geo
0,976512.4432699863,751,0,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,236133.02493838978,751,1,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,110774.55335749457,751,2,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
