system:index,area,bacia,classe,year,.geo
0,1377797.056189072,758,1,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,243851.52845347178,758,2,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,123178.94105732883,758,3,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,96688.39761610285,758,4,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,35472.88965000345,758,5,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
