system:index,area,bacia,classe,month,year,.geo
0,39240.61463113564,766,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,5292.186613626738,766,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,1639.8324688951923,766,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,2454217.046795169,766,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,246.39936966196092,766,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
