system:index,area,bacia,classe,year,.geo
0,3137886.873685156,756,0,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,667521.6789363291,756,1,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,224870.0149877398,756,2,2003,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
