system:index,area,bacia,classe,year,.geo
0,581924.6147540021,764,1,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,52330.75220844627,764,2,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,32104.298327248136,764,3,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,26594.131704616768,764,4,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,2836.150511900035,764,5,2001,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
