system:index,area,bacia,classe,month,year,.geo
0,16538.985953843923,767,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,12400.162504236363,767,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,2540.294583261506,767,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,801895.4099471349,767,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,346.53417538603,767,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
