system:index,area,bacia,classe,month,year,.geo
0,6781.332150765102,775,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,218.42241809168223,775,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,203.25091480497463,775,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,175896.09325500825,775,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,44.212107644617426,775,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
