system:index,area,bacia,classe,month,year,.geo
0,110506.250017302,744,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,8183.801510558732,744,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,6994.606337157142,744,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,7086923.703993265,744,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,12466.659140244936,744,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
