system:index,area,bacia,classe,month,year,.geo
0,23888.28924078796,76116,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,61426.1023456722,76116,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,13987.576864913159,76116,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,2268856.6946549695,76116,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,3310.673942577502,76116,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
