system:index,area,bacia,classe,year,.geo
0,520658.7631101544,741,1,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,47977.62306136648,741,2,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,63463.71988976451,741,3,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,28527.366233229248,741,4,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,8794.211681956782,741,5,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
