system:index,area,bacia,classe,year,.geo
0,3384862.3762311554,776,1,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,284681.71373547753,776,2,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,229450.8202332855,776,3,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,199212.86840844835,776,4,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,23907.35324307903,776,5,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
