system:index,area,bacia,classe,month,year,.geo
0,62962.93700413619,7618,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,1774.2082498969378,7618,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,2320.7047110918616,7618,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1745221.526198545,7618,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,5964.645162920125,7618,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
