system:index,area,bacia,classe,year,.geo
0,3334527.24130365,776,1,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,317448.384326392,776,2,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,275404.79127974645,776,3,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,163550.4276603547,776,4,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,31184.287281333596,776,5,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
