system:index,area,bacia,classe,month,year,.geo
0,21056.892009079897,76111,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,8837.504450201764,76111,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,4868.3495556046155,76111,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1810515.0102814601,76111,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,9456.157079990087,76111,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
