system:index,area,bacia,classe,year,.geo
0,1083808.167446261,752,1,2010,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,117443.20458740847,752,2,2010,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,97968.40793640411,752,3,2010,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,77607.22417135791,752,4,2010,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,28841.444877767084,752,5,2010,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
