system:index,area,bacia,classe,year,.geo
0,1729587.3523023254,757,1,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,467431.5253824367,757,2,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,175563.51613713225,757,3,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,207779.47307984586,757,4,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,102107.15592406168,757,5,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
