system:index,area,bacia,classe,month,year,.geo
0,200026.70844228537,7615,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,15351.526508639578,7615,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,15972.382028557306,7615,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,2335250.1440599933,7615,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,21999.23487932573,7615,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
