system:index,area,bacia,classe,year,.geo
0,5745405.957943937,744,0,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,1084880.724794345,744,1,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,394788.33826028294,744,2,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
