system:index,area,bacia,classe,year,.geo
0,1279050.8473689046,7612,0,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,281880.04304804746,7612,1,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,127683.78267599191,7612,2,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
