system:index,area,bacia,classe,year,.geo
0,3141274.655658872,776,0,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,705570.6482944203,776,1,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,275269.8278981548,776,2,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
