system:index,area,bacia,classe,month,year,.geo
0,7845.707266858373,773,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,259.54799119777294,773,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,1476.1935606652864,773,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,365359.14875601255,773,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,945.1434666436438,773,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
