system:index,area,bacia,classe,year,.geo
0,2128812.2336460296,766,1,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,134103.17230360984,766,2,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,143469.011837076,766,3,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,83679.40124489508,766,4,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,10572.260847146445,766,5,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
