system:index,area,bacia,classe,year,.geo
0,973446.8350230507,751,1,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,76387.26350028536,751,2,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,170064.45988659517,751,3,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,80708.59053321894,751,4,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,22671.928476877983,751,5,2002,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
