system:index,area,bacia,classe,month,year,.geo
0,25151.94510954569,7422,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,5644.9654589233205,7422,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,1597.769951863033,7422,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1970480.459492201,7422,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,1428.9235316175998,7422,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
