system:index,area,bacia,classe,month,year,.geo
0,128653.25485779777,756,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,41362.70740659741,756,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,22101.557445483075,756,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,3829732.4892961127,756,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,8797.675654875253,756,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
