system:index,area,bacia,classe,month,year,.geo
0,128696.95028427774,754,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,62079.12966247538,754,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,25278.669005765118,754,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,7064700.698402057,754,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,22912.471363047804,754,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
