system:index,area,bacia,classe,year,.geo
0,270468.5628324441,773,1,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,55846.13025091562,773,2,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,22320.439792507652,773,3,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,24433.04297085197,773,4,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,2817.56519463817,773,5,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
