system:index,area,bacia,classe,year,.geo
0,2020825.7749297563,7741,1,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,521305.4406936117,7741,2,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,285581.6815526894,7741,3,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,284679.69856199087,7741,4,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,71908.51543941203,7741,5,1985,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
