system:index,area,bacia,classe,year,.geo
0,2085218.0241531483,7741,1,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,550831.5001473482,7741,2,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,264174.77103750873,7741,3,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,220133.6277480731,7741,4,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,63943.18809160155,7741,5,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
