system:index,area,bacia,classe,month,year,.geo
0,4508.712654854225,745,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,427.7325615500786,745,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,619.3229968230788,745,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,646628.0100861043,745,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,1689.826399739991,745,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
