system:index,area,bacia,classe,year,.geo
0,1443906.3347513014,746,1,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,138942.31692016954,746,2,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,125455.68786600552,746,3,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,87484.78508944155,746,4,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,10914.907325569164,746,5,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
