system:index,area,bacia,classe,year,.geo
0,1680930.7525006854,771,1,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,239205.3028617947,771,2,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,166954.22289988445,771,3,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,132544.50961798368,771,4,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,28684.58342940541,771,5,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
