system:index,area,bacia,classe,month,year,.geo
0,31811.11694614603,771,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,2087.052996409951,771,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,3253.7405800106985,771,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,2197892.7397611514,771,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,13274.721026183526,771,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
