system:index,area,bacia,classe,year,.geo
0,1516557.4641803652,7618,1,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,78273.47909925407,7618,2,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,142458.78360658235,7618,3,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,49900.56553521222,7618,4,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,31053.728905458735,7618,5,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
