system:index,area,bacia,classe,month,year,.geo
0,8148.741038787713,7622,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,1351.2791752804258,7622,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,876.8266108110993,7622,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1083601.0169650784,7622,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,558.7549444646381,7622,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
