system:index,area,bacia,classe,month,year,.geo
0,152200.01997032762,7741,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,2576.495657535831,7741,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,3415.0489461504453,7741,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,3000257.138345193,7741,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,25852.40825916363,7741,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
