system:index,area,bacia,classe,month,year,.geo
0,8943.028118586844,746,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,2515.236215297373,746,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,442.7132893751195,746,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1792300.15902336,746,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,2502.895305785509,746,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
