system:index,area,bacia,classe,month,year,.geo
0,28872.15533820573,752,0,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,18486.98010142822,752,1,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,3961.0243987154613,752,2,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,1352677.225848678,752,3,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,1683.3273424119375,752,4,11,2023,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
