system:index,area,bacia,classe,year,.geo
0,1014217.92360564,7614,1,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,106254.33002841621,7614,2,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,132222.66208274697,7614,3,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,96469.81985949856,7614,4,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,22893.614785132857,7614,5,1986,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
