system:index,area,bacia,classe,year,.geo
0,1076050.460919658,759,1,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,115401.64287503567,759,2,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,86722.05251900695,759,3,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
3,106712.59206058372,759,4,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
4,11272.551076380327,759,5,1998,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
