system:index,area,bacia,classe,year,.geo
0,63.91626822461894,7421,1,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,689.9545151751809,7421,2,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,27.005256297822847,7421,3,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
