system:index,area,bacia,classe,year,.geo
0,57995.390813304206,741,1,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,1738.145700684506,741,2,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,61716.546552551095,741,3,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
